news,off
"Rather than fulfilling Congress's bipartisan mandate to establish the ombudsman at the respected National Archives, the Bush budget attempts a shell-game switch of the new watchdog to the Department of Justice.",0
"According to the federal exam, 50 percent of white fourth graders are proficient in math, compared with 25 percent of Hispanics and 19 percent of blacks, contradicting results from state tests showing a significantly smaller gap.",0
"Jim McGrath, a Republican strategist in Houston who was a spokesman for Gov. George W. Bush's re-election campaign in 1998, marveled at how the political climate had changed although the same party remained in power.",0
"The so-called roving wiretap provision also raises worries of abuse, Mr. Ofer said.",0
"To avoid charges of improperly working with Mr. Portman, the group used only publicly available footage of the candidate -- yet Democrats still filed a complaint asserting that the advertisements crossed the line.",0
"But as Mr. Trump moves to be more of the conventional candidate that many Republicans hope he will be, there is a concern among many in the party that no matter how much Mr. Trump's aides try to harness his message, there are limits to how much he will adjust.",0
"Still, many politicians suggest that the loss of a surrogate race is a blemish that exposes weaknesses in the party's leadership.",1
"Mr. Pigeon, a former Erie County Democratic chairman, served as a top aide.",0
Some Republicans have discussed pushing for a short-term extension of the provisions -- which already happened once -- to permit more extensive deliberations about FISA.,0
"They insisted that members had to be chosen for technical expertise, said Stephen A. Zeff, an accounting professor at Rice University and author of a history of the international board.",0
"""They may not be done with him,"" said Jane Harman, the president of the Woodrow Wilson International Center for Scholars and a former Democratic congresswoman from California.",0
